age,gender,employment_status,occupation,monthly_income,existing_emi,loan_amount,loan_tenure,credit_score,marital_status,dependents,education,residential_status,eligible
69,Male,Employed,Doctor,5509.63,1239.77,21047.24,48,712,Single,2,Bachelor,Rented,1
55,Female,Employed,Doctor,6703.27,199.55,125261.2,36,726,Single,0,Bachelor,Parental,1
68,Female,Unemployed,Sales,772.4,194.42,6776.44,180,546,Married,1,Master,Rented,0
56,Male,Employed,Farmer,1951.42,545.28,156324.32,120,851,Married,3,High School,Parental,1
38,Female,Employed,Other,3211.38,310.65,131864.07,48,547,Single,1,Bachelor,Owned,0
69,Female,Student,Doctor,500.0,138.92,46461.83,48,692,Single,3,Bachelor,Mortgaged,0
59,Female,Self-Employed,Sales,3626.07,862.65,78076.43,12,667,Married,3,Bachelor,Owned,0
52,Female,Employed,Clerk,8117.62,2246.39,6522.31,120,671,Single,4,Bachelor,Owned,1
44,Male,Retired,Manager,3543.62,708.3,140268.34,12,749,Married,1,Diploma,Rented,0
43,Female,Employed,Manager,4841.32,342.25,67920.29,48,623,Married,2,Diploma,Rented,1
52,Female,Employed,Clerk,6857.84,1840.35,116459.84,36,645,Single,3,Bachelor,Mortgaged,0
57,Female,Unemployed,Teacher,500.0,27.64,191561.89,36,588,Divorced,4,PhD,Rented,0
32,Female,Employed,Teacher,4265.46,272.64,63396.01,12,769,Single,2,Bachelor,Rented,1
69,Female,Employed,Other,4044.01,328.85,198096.39,48,701,Married,1,Bachelor,Parental,0
33,Male,Employed,Farmer,5597.06,510.87,128382.04,12,730,Married,2,Diploma,Rented,1
43,Female,Employed,Sales,6343.75,979.12,52207.29,180,744,Widowed,1,Master,Owned,1
45,Female,Employed,Manager,5707.23,1221.56,90171.69,12,839,Married,3,Other,Owned,1
55,Female,Student,Engineer,1730.97,480.97,149388.36,84,825,Married,0,Bachelor,Rented,1
61,Female,Employed,Engineer,4458.34,118.29,92063.19,120,705,Single,0,Bachelor,Mortgaged,1
50,Female,Student,Accountant,1481.14,424.07,18358.98,24,692,Married,3,Bachelor,Owned,0
37,Male,Self-Employed,Doctor,2740.24,757.39,37877.71,48,637,Married,2,Master,Owned,0
69,Male,Unemployed,Clerk,1511.21,24.48,159303.06,36,739,Married,1,Bachelor,Owned,0
40,Male,Self-Employed,Doctor,3249.1,351.22,131432.75,240,736,Divorced,0,Bachelor,Rented,1
68,Male,Self-Employed,Doctor,2317.74,565.4,116115.97,120,621,Single,1,Master,Owned,1
45,Female,Employed,Sales,5056.73,927.77,37686.28,24,737,Divorced,3,Other,Owned,1
42,Female,Employed,Accountant,2130.33,497.92,168362.7,84,760,Divorced,2,Diploma,Rented,1
33,Male,Employed,Farmer,7211.56,1555.6,192344.32,240,590,Married,1,Other,Mortgaged,1
39,Male,Student,Accountant,2195.65,327.22,12972.98,36,695,Married,2,Bachelor,Rented,0
69,Female,Unemployed,Manager,1005.45,12.43,20216.21,84,674,Married,0,Master,Rented,0
56,Male,Employed,Sales,2564.47,449.5,177521.28,36,679,Widowed,1,Bachelor,Owned,0
32,Male,Employed,Doctor,3949.71,57.55,164032.69,36,603,Single,4,Bachelor,Parental,0
61,Male,Employed,Farmer,5060.84,916.61,125497.22,48,533,Married,0,Bachelor,Rented,0
39,Male,Self-Employed,Doctor,3605.34,865.73,189268.22,240,619,Married,2,Bachelor,Parental,1
32,Male,Employed,Other,2467.15,432.98,131053.96,180,608,Divorced,3,High School,Parental,1
29,Male,Unemployed,Other,500.0,149.55,47117.13,12,708,Married,4,Bachelor,Mortgaged,0
27,Male,Retired,Teacher,2575.36,352.21,147085.25,12,709,Married,1,Bachelor,Owned,0
48,Female,Employed,Accountant,3075.07,690.81,130913.52,120,705,Single,0,Diploma,Rented,1
34,Male,Employed,Farmer,7057.08,1412.57,197220.22,36,568,Married,1,PhD,Owned,1
51,Female,Employed,Other,5741.81,1707.78,46709.67,120,590,Single,1,Diploma,Mortgaged,1
39,Male,Employed,Teacher,3794.8,811.96,121587.56,240,630,Divorced,4,Bachelor,Mortgaged,1
67,Male,Employed,Sales,6753.73,332.35,157132.67,36,681,Married,4,Diploma,Parental,1
36,Female,Employed,Farmer,6451.56,1849.37,71101.7,36,653,Married,4,Bachelor,Rented,0
25,Male,Student,Teacher,1433.44,287.17,79037.52,24,704,Married,4,Bachelor,Rented,0
55,Male,Employed,Clerk,4940.62,87.95,178140.86,12,758,Married,3,Bachelor,Rented,1
32,Female,Employed,Farmer,4552.29,898.03,83818.0,240,600,Single,2,Diploma,Rented,1
45,Female,Student,Teacher,500.0,132.47,126822.91,84,603,Single,4,High School,Rented,0
41,Male,Unemployed,Doctor,500.0,86.56,178401.44,84,690,Single,0,Master,Rented,0
56,Male,Employed,Clerk,7292.49,774.51,45916.18,180,673,Married,1,Bachelor,Parental,1
43,Female,Self-Employed,Other,3219.23,792.81,196466.07,60,739,Single,4,Bachelor,Rented,1
36,Male,Employed,Engineer,5042.3,1183.7,141880.94,240,680,Married,0,High School,Mortgaged,1
59,Female,Unemployed,Teacher,500.0,81.63,101743.73,60,819,Married,3,Master,Mortgaged,0
65,Female,Self-Employed,Sales,3610.82,167.21,89029.51,24,552,Married,0,Diploma,Rented,0
62,Other,Self-Employed,Teacher,8276.17,623.16,191101.1,84,747,Single,0,PhD,Rented,1
59,Male,Employed,Engineer,3911.0,866.46,45116.34,240,695,Single,3,Bachelor,Rented,1
34,Female,Unemployed,Clerk,2672.89,646.37,65778.24,36,567,Single,3,Bachelor,Rented,0
51,Female,Employed,Clerk,4958.29,415.4,65019.59,48,514,Married,1,Master,Owned,1
25,Male,Employed,Farmer,6019.91,664.57,61356.24,180,589,Single,4,Master,Rented,1
55,Male,Employed,Sales,6866.87,159.93,96364.92,84,776,Married,0,Bachelor,Parental,1
43,Female,Employed,Sales,5408.4,1157.61,197889.95,120,767,Married,2,Bachelor,Owned,1
49,Male,Employed,Sales,4472.44,4.8,178313.42,120,669,Single,2,Bachelor,Rented,1
63,Male,Unemployed,Engineer,500.0,6.98,68950.17,48,651,Married,1,PhD,Mortgaged,0
31,Male,Retired,Sales,2771.36,3.61,87459.67,84,611,Married,2,Bachelor,Rented,0
38,Female,Employed,Manager,7796.56,1509.38,135548.75,240,665,Married,1,Diploma,Rented,1
67,Female,Employed,Engineer,2773.81,347.33,8344.58,36,642,Single,4,Diploma,Mortgaged,1
32,Female,Employed,Clerk,2343.91,209.23,164929.96,180,816,Single,1,Diploma,Rented,1
29,Male,Employed,Engineer,2443.92,669.17,176560.62,120,581,Single,3,Bachelor,Owned,0
30,Male,Employed,Doctor,3659.1,211.65,172154.07,48,711,Married,3,Diploma,Parental,0
64,Female,Student,Doctor,2050.12,239.48,78135.61,36,820,Married,3,Bachelor,Rented,0
37,Male,Employed,Sales,6142.13,1732.65,95089.9,120,741,Married,3,High School,Rented,1
58,Male,Employed,Clerk,4088.75,523.9,7415.72,240,590,Divorced,3,Bachelor,Rented,1
27,Female,Employed,Engineer,4957.26,824.93,82882.09,36,556,Single,3,Bachelor,Owned,1
66,Other,Student,Engineer,500.0,12.05,94783.23,240,701,Single,3,Bachelor,Parental,0
33,Female,Self-Employed,Engineer,2464.67,584.25,181859.99,180,692,Married,3,High School,Mortgaged,1
60,Female,Retired,Manager,3869.8,490.8,179327.6,36,778,Single,3,High School,Owned,0
62,Female,Unemployed,Doctor,2071.53,497.49,193388.93,180,723,Single,4,High School,Parental,0
29,Male,Employed,Engineer,4284.77,326.24,177595.47,48,641,Married,3,Master,Mortgaged,1
47,Female,Employed,Manager,7452.52,944.56,6599.14,84,635,Single,1,Bachelor,Rented,1
22,Female,Self-Employed,Doctor,5448.41,1285.63,130084.87,24,575,Married,4,High School,Rented,0
25,Male,Employed,Manager,7387.59,2158.38,18306.35,180,690,Single,2,Bachelor,Owned,1
49,Female,Self-Employed,Farmer,3548.59,63.48,58155.89,240,567,Married,0,Bachelor,Rented,1
57,Female,Employed,Doctor,7281.03,1774.66,117769.99,120,752,Married,4,Bachelor,Owned,1
58,Female,Employed,Other,8269.31,745.95,141619.69,180,727,Single,3,Bachelor,Rented,1
39,Female,Employed,Farmer,4381.22,723.88,132653.25,120,724,Divorced,4,Bachelor,Rented,1
28,Female,Self-Employed,Engineer,3768.75,327.99,14566.38,48,574,Married,0,Bachelor,Mortgaged,1
68,Female,Unemployed,Clerk,500.0,92.02,25202.75,12,668,Divorced,0,High School,Mortgaged,0
65,Male,Employed,Manager,3283.68,348.53,30074.43,36,648,Single,3,Master,Owned,1
21,Female,Employed,Manager,3301.17,330.4,22825.8,120,688,Married,3,Master,Mortgaged,1
42,Male,Employed,Manager,3782.8,43.05,39755.71,120,722,Married,1,PhD,Rented,1
37,Male,Employed,Manager,5412.11,238.61,139255.12,36,638,Married,0,High School,Rented,1
27,Male,Employed,Clerk,3846.2,1058.18,167013.26,12,641,Married,3,Master,Owned,0
45,Male,Employed,Teacher,5366.24,1607.1,84718.71,240,734,Married,0,Master,Mortgaged,1
65,Male,Employed,Manager,5397.27,1263.8,140092.39,84,589,Divorced,1,PhD,Parental,1
24,Female,Employed,Teacher,4294.81,369.54,44003.17,120,620,Married,2,Bachelor,Mortgaged,1
56,Female,Employed,Clerk,4906.04,592.32,194789.63,12,680,Single,0,Master,Parental,0
26,Female,Employed,Clerk,4208.13,933.58,73249.52,12,751,Married,1,High School,Rented,0
51,Male,Employed,Farmer,4533.89,1317.34,169944.05,48,602,Married,1,Bachelor,Mortgaged,0
39,Female,Employed,Doctor,3786.71,517.42,189346.44,120,823,Married,1,Bachelor,Rented,1
64,Female,Employed,Other,5126.16,1275.68,173619.22,180,571,Married,4,Master,Owned,1
59,Female,Self-Employed,Sales,3099.18,906.57,18078.19,240,804,Widowed,3,Master,Rented,1
47,Male,Employed,Other,3250.9,851.87,131809.9,12,775,Married,0,Bachelor,Rented,1
30,Male,Employed,Sales,5890.14,401.38,28417.69,48,565,Single,4,Bachelor,Owned,1
46,Male,Employed,Clerk,5940.94,14.32,6104.29,48,549,Single,0,High School,Owned,1
39,Male,Self-Employed,Other,5667.55,836.67,15097.77,36,737,Widowed,4,Bachelor,Owned,1
59,Male,Student,Accountant,500.0,79.7,183649.09,120,649,Married,3,Bachelor,Rented,0
23,Female,Unemployed,Doctor,500.0,30.19,182150.39,12,599,Divorced,1,Diploma,Owned,0
65,Male,Self-Employed,Other,4345.74,371.14,49035.76,240,824,Single,0,Master,Owned,1
33,Male,Employed,Doctor,4246.94,974.87,111676.94,180,584,Married,1,High School,Rented,0
48,Male,Self-Employed,Teacher,4856.37,685.25,191230.51,24,621,Married,3,Bachelor,Parental,1
40,Male,Self-Employed,Doctor,4746.9,451.93,101857.7,24,631,Single,0,Master,Mortgaged,0
48,Male,Employed,Teacher,5718.94,1068.23,81747.67,180,456,Married,2,PhD,Rented,1
28,Male,Employed,Manager,7189.5,1407.91,99233.5,12,687,Married,2,Master,Parental,1
61,Male,Employed,Teacher,5966.12,1377.09,159092.07,120,607,Married,2,Diploma,Rented,1
59,Female,Student,Farmer,1230.84,57.87,98069.14,240,744,Married,3,Master,Rented,1
21,Female,Employed,Manager,4709.7,1047.7,157739.15,36,755,Married,2,Bachelor,Rented,1
23,Male,Self-Employed,Clerk,3814.2,685.9,89181.0,120,698,Divorced,0,PhD,Rented,1
33,Male,Employed,Engineer,3403.68,58.79,54141.11,84,699,Married,2,Master,Owned,1
48,Female,Employed,Teacher,2351.43,548.43,68662.18,120,693,Married,0,Master,Rented,1
69,Male,Employed,Teacher,5695.63,654.57,20175.58,120,623,Married,3,High School,Rented,1
45,Male,Employed,Doctor,6835.45,677.49,101989.32,12,630,Married,1,Bachelor,Rented,1
53,Female,Unemployed,Clerk,500.0,67.21,33881.63,36,785,Married,4,Master,Mortgaged,0
58,Male,Self-Employed,Other,6380.64,662.65,163251.67,12,738,Single,2,Master,Rented,1
26,Female,Employed,Accountant,4735.23,480.56,87015.16,60,696,Married,4,High School,Mortgaged,1
64,Female,Unemployed,Sales,500.0,121.21,154175.45,36,728,Single,1,PhD,Rented,0
65,Male,Employed,Teacher,6377.37,238.2,191119.78,12,675,Married,3,High School,Parental,1
52,Male,Retired,Other,2281.07,664.2,170648.2,24,694,Single,3,Bachelor,Rented,0
65,Female,Employed,Accountant,6513.17,1084.31,190535.42,60,727,Single,1,Bachelor,Parental,1
67,Male,Employed,Sales,3083.71,169.23,115747.62,36,514,Widowed,4,High School,Mortgaged,0
41,Male,Employed,Engineer,5618.07,221.15,37238.26,84,752,Married,2,High School,Rented,1
36,Female,Employed,Doctor,3799.31,674.2,187402.21,240,746,Married,0,Master,Rented,1
41,Female,Employed,Other,5302.11,1006.87,174358.36,84,617,Married,3,Bachelor,Owned,1
31,Male,Self-Employed,Doctor,5149.91,81.92,173560.53,24,779,Married,1,High School,Parental,1
57,Female,Student,Sales,1801.6,131.34,140188.51,24,502,Married,4,Master,Owned,0
56,Male,Unemployed,Farmer,604.05,144.15,126858.67,180,708,Married,2,Master,Rented,0
55,Female,Employed,Teacher,2932.31,43.65,7871.16,180,683,Widowed,4,Bachelor,Rented,1
39,Female,Employed,Manager,6095.52,1563.66,150870.54,84,655,Single,2,Diploma,Rented,1
40,Female,Employed,Accountant,6547.15,1292.73,22849.35,120,681,Divorced,0,High School,Rented,1
38,Male,Employed,Clerk,3435.5,447.74,55651.43,12,726,Married,0,Master,Parental,1
67,Female,Self-Employed,Teacher,2655.96,276.03,112540.61,240,535,Married,1,Bachelor,Rented,1
61,Male,Employed,Manager,6610.34,38.17,93087.85,60,760,Single,1,Bachelor,Parental,1
69,Female,Employed,Other,4687.34,1160.42,8076.01,240,647,Married,2,Master,Rented,1
34,Male,Employed,Engineer,3694.83,158.2,165677.09,24,761,Married,2,Bachelor,Owned,1
35,Male,Retired,Teacher,3408.83,316.55,176366.19,180,731,Widowed,2,High School,Owned,1
51,Male,Employed,Doctor,4042.21,690.14,137965.22,120,645,Widowed,2,PhD,Mortgaged,1
21,Female,Employed,Farmer,5241.56,386.82,110508.23,48,673,Widowed,0,Bachelor,Owned,1
23,Female,Employed,Clerk,4380.19,653.27,192343.88,36,678,Single,1,Bachelor,Rented,0
36,Male,Employed,Doctor,4508.73,1094.73,28391.46,48,808,Widowed,1,PhD,Owned,1
43,Male,Employed,Manager,6665.6,940.92,148892.46,48,588,Married,3,PhD,Rented,1
31,Female,Employed,Teacher,1297.21,369.31,30030.32,180,644,Divorced,1,Bachelor,Mortgaged,1
32,Male,Unemployed,Farmer,1332.13,338.69,79459.74,48,553,Single,1,Bachelor,Rented,0
30,Male,Employed,Teacher,6418.18,641.25,119169.48,60,689,Married,4,Other,Owned,1
52,Female,Self-Employed,Other,3067.01,368.01,148732.1,24,630,Widowed,4,Bachelor,Owned,1
36,Female,Retired,Engineer,4406.65,559.64,5724.64,48,639,Divorced,3,Bachelor,Rented,1
28,Other,Unemployed,Sales,500.0,93.93,55816.59,120,798,Married,2,Bachelor,Owned,0
58,Male,Employed,Teacher,4010.02,345.02,109949.08,36,614,Married,3,Bachelor,Rented,0
32,Male,Employed,Manager,3837.25,1115.78,108910.37,12,667,Single,3,Master,Rented,0
44,Female,Self-Employed,Doctor,5426.94,990.99,129337.15,180,643,Married,0,Bachelor,Owned,1
48,Female,Self-Employed,Other,1382.58,165.66,64251.45,180,648,Married,1,Master,Rented,1
28,Female,Employed,Manager,7460.22,1443.57,110403.2,84,900,Single,0,Master,Rented,1
48,Female,Self-Employed,Clerk,3542.59,420.23,42008.42,120,541,Single,1,Master,Rented,1
56,Male,Employed,Sales,5922.37,1452.99,41440.08,24,731,Single,3,Master,Rented,1
46,Female,Employed,Other,5793.06,986.86,117429.97,60,874,Married,1,Master,Rented,1
28,Male,Employed,Engineer,5226.85,65.81,138667.15,120,766,Single,2,Bachelor,Rented,1
48,Male,Employed,Sales,4098.97,217.36,28477.99,240,683,Married,2,High School,Mortgaged,1
48,Female,Employed,Manager,6863.56,1781.08,28944.03,12,586,Married,3,Master,Owned,1
57,Male,Self-Employed,Clerk,3227.72,545.07,115234.02,36,784,Married,4,Bachelor,Rented,1
61,Male,Employed,Accountant,3903.13,1112.79,57668.67,84,754,Married,2,High School,Rented,1
56,Female,Employed,Engineer,6316.57,137.24,81517.82,120,557,Married,3,High School,Rented,1
47,Male,Employed,Farmer,5218.62,462.26,83145.95,84,654,Married,0,Diploma,Mortgaged,1
37,Female,Employed,Accountant,7036.73,408.57,39817.81,12,583,Married,4,Master,Rented,1
29,Male,Employed,Teacher,4906.0,815.14,5256.35,48,451,Married,2,Master,Rented,1
53,Female,Self-Employed,Clerk,3023.69,347.23,171364.6,84,581,Divorced,3,Diploma,Rented,0
40,Male,Unemployed,Doctor,912.12,43.04,144425.38,180,688,Single,3,Master,Mortgaged,0
33,Male,Unemployed,Farmer,500.0,96.41,139655.02,48,726,Single,0,Bachelor,Parental,1
48,Female,Self-Employed,Manager,3067.12,493.47,111568.5,120,654,Married,0,Master,Rented,1
68,Female,Employed,Clerk,6247.83,514.95,141689.08,36,789,Married,4,Bachelor,Mortgaged,1
49,Male,Employed,Sales,7747.33,1115.08,187459.23,180,762,Married,2,Master,Owned,1
33,Male,Employed,Other,4630.31,1035.9,134806.38,12,669,Single,3,Bachelor,Rented,1
66,Female,Employed,Sales,3537.89,217.87,56692.82,48,659,Married,4,Bachelor,Owned,1
55,Female,Retired,Sales,2769.82,243.39,116259.21,180,710,Single,4,Master,Owned,1
26,Female,Employed,Teacher,5772.2,599.35,91253.26,48,678,Married,0,High School,Rented,1
38,Female,Employed,Engineer,5386.22,1206.61,113501.73,24,565,Single,3,Other,Mortgaged,0
25,Male,Student,Doctor,2791.35,709.22,105934.04,24,656,Married,1,Bachelor,Rented,0
67,Male,Retired,Farmer,3997.63,451.4,172461.18,48,733,Widowed,0,Bachelor,Rented,0
45,Female,Unemployed,Engineer,500.0,44.49,132101.02,48,785,Married,3,Bachelor,Rented,0
22,Male,Employed,Clerk,4260.02,1136.72,41807.9,24,756,Married,4,High School,Rented,1
30,Male,Employed,Sales,2928.75,878.07,17288.27,120,706,Married,4,Bachelor,Owned,1
50,Female,Employed,Teacher,6717.02,1350.83,87750.94,84,796,Widowed,2,Other,Rented,1
65,Female,Employed,Clerk,2012.17,597.6,8044.07,36,713,Married,1,Diploma,Rented,1
25,Female,Employed,Other,3075.0,608.82,67067.99,180,672,Single,0,Master,Rented,1
53,Female,Employed,Doctor,4232.3,931.27,76764.19,180,798,Married,2,Bachelor,Owned,1
21,Female,Retired,Farmer,3845.88,448.42,78239.83,12,737,Married,2,Bachelor,Owned,0
38,Male,Employed,Other,4217.52,547.81,195973.25,36,784,Single,1,Diploma,Rented,1
52,Male,Self-Employed,Teacher,3452.16,149.27,64260.67,60,584,Single,0,Bachelor,Rented,1
67,Male,Self-Employed,Doctor,3481.71,859.37,56719.36,24,611,Divorced,0,Other,Rented,0
69,Male,Employed,Clerk,5259.17,1468.98,30229.28,60,614,Divorced,4,Diploma,Owned,1
31,Female,Self-Employed,Sales,2169.23,405.71,104646.72,36,694,Married,0,Bachelor,Rented,0
41,Male,Employed,Sales,3579.23,369.0,34966.49,240,825,Widowed,2,Bachelor,Mortgaged,1
46,Male,Employed,Sales,7521.39,347.52,125177.47,12,588,Married,4,Bachelor,Mortgaged,1
45,Male,Self-Employed,Accountant,4603.6,366.2,35256.16,48,752,Single,0,Bachelor,Mortgaged,1
42,Male,Employed,Sales,6141.17,470.56,117451.3,84,583,Single,1,Bachelor,Owned,1
47,Male,Retired,Accountant,3087.04,568.2,166122.5,240,849,Single,2,High School,Rented,1
69,Male,Employed,Manager,4789.58,1357.9,13292.3,36,552,Single,3,PhD,Owned,1
33,Male,Self-Employed,Accountant,4685.7,67.86,86850.66,36,739,Single,1,Master,Rented,1
53,Male,Employed,Doctor,6091.42,1.87,94904.55,60,750,Married,1,Diploma,Owned,1
54,Male,Employed,Other,6269.11,1128.78,159259.07,120,729,Married,0,Bachelor,Mortgaged,1
61,Female,Employed,Doctor,4810.16,409.91,96243.55,60,609,Divorced,4,Master,Rented,1
55,Male,Self-Employed,Other,5433.06,1435.22,115669.48,180,595,Married,4,Other,Rented,1
21,Male,Unemployed,Manager,500.0,49.09,159284.83,60,781,Divorced,2,Other,Rented,0
41,Female,Unemployed,Other,1838.43,159.8,114152.91,120,763,Married,0,Master,Owned,1
68,Male,Employed,Other,4359.64,352.49,74868.39,84,762,Divorced,4,Diploma,Rented,1
26,Female,Unemployed,Teacher,1330.07,57.8,21739.24,24,772,Married,3,PhD,Rented,0
48,Female,Self-Employed,Engineer,3026.01,527.91,147333.55,36,557,Single,0,Master,Rented,0
37,Male,Self-Employed,Engineer,2009.96,101.43,174871.94,48,554,Divorced,0,Bachelor,Mortgaged,0
25,Female,Employed,Teacher,5509.56,701.86,194162.58,60,626,Married,4,Bachelor,Owned,1
51,Male,Self-Employed,Sales,1747.7,241.69,185686.98,240,641,Married,1,Bachelor,Mortgaged,1
25,Female,Unemployed,Teacher,500.0,3.07,160496.49,84,633,Single,0,Bachelor,Rented,0
58,Male,Employed,Other,3781.36,19.07,130477.03,12,702,Married,1,Bachelor,Rented,0
23,Female,Unemployed,Other,500.0,78.03,157384.73,36,769,Widowed,2,High School,Rented,0
43,Male,Self-Employed,Teacher,5195.81,1084.94,89256.32,120,656,Single,2,High School,Parental,1
57,Male,Employed,Teacher,4265.23,1205.54,120981.36,180,614,Divorced,4,Bachelor,Owned,1
57,Female,Employed,Sales,5471.87,294.04,72996.46,120,745,Single,2,Bachelor,Rented,1
30,Male,Employed,Doctor,6109.02,189.24,68708.3,60,657,Married,4,Master,Rented,1
30,Male,Employed,Manager,4089.12,63.9,152554.9,180,688,Single,4,High School,Owned,1
39,Female,Unemployed,Clerk,500.0,65.41,93516.89,240,653,Married,1,PhD,Owned,0
37,Female,Employed,Other,7053.99,1318.7,46371.45,120,707,Single,1,Master,Mortgaged,1
41,Male,Unemployed,Manager,500.0,126.08,44377.94,240,598,Married,2,PhD,Owned,0
34,Female,Student,Teacher,1763.71,361.2,172538.61,12,738,Single,1,Master,Owned,0
29,Female,Employed,Sales,5752.34,359.57,137163.3,240,677,Single,0,High School,Parental,1
66,Female,Student,Accountant,500.0,69.27,111478.98,36,618,Married,3,Bachelor,Mortgaged,0
21,Male,Retired,Sales,1858.69,507.61,83183.05,84,722,Single,0,High School,Owned,0
65,Female,Self-Employed,Farmer,4563.02,447.28,89009.39,180,618,Single,0,Other,Rented,1
33,Male,Unemployed,Farmer,500.0,74.81,16199.86,36,622,Single,4,Bachelor,Rented,0
24,Other,Retired,Manager,2683.05,771.56,93707.48,48,583,Married,3,Bachelor,Mortgaged,0
21,Male,Self-Employed,Engineer,2702.07,595.57,160113.71,120,543,Married,4,Master,Mortgaged,0
69,Male,Employed,Farmer,6665.76,1495.28,80657.36,120,722,Single,1,PhD,Mortgaged,1
60,Female,Unemployed,Farmer,1019.17,77.15,79798.34,48,773,Single,1,Master,Owned,0
52,Male,Self-Employed,Doctor,5786.87,719.94,8064.73,240,643,Married,3,Bachelor,Rented,1
54,Other,Self-Employed,Accountant,3941.31,97.36,94277.88,36,616,Single,2,Bachelor,Owned,1
48,Female,Employed,Doctor,4829.17,878.7,9940.84,180,535,Divorced,1,Bachelor,Owned,0
51,Female,Unemployed,Accountant,500.0,15.56,116218.14,180,506,Married,0,High School,Mortgaged,0
28,Male,Employed,Clerk,4245.4,1064.63,103822.76,48,738,Married,3,Master,Owned,1
59,Female,Student,Other,5026.98,1228.42,168801.66,120,522,Single,3,Bachelor,Rented,1
46,Male,Employed,Farmer,6210.75,994.23,118447.22,48,588,Married,1,High School,Mortgaged,1
54,Male,Employed,Other,3400.72,144.02,68068.33,12,702,Married,1,PhD,Rented,1
23,Female,Employed,Farmer,8958.96,68.75,105665.05,12,687,Married,4,Bachelor,Owned,1
32,Male,Employed,Doctor,4392.53,1049.87,141442.74,12,705,Married,4,Master,Mortgaged,0
21,Male,Self-Employed,Clerk,4481.73,806.9,23322.94,24,680,Married,0,Master,Parental,1
64,Female,Student,Doctor,2409.4,513.87,126109.45,84,651,Married,3,Master,Mortgaged,0
25,Male,Unemployed,Doctor,500.0,45.57,183742.12,60,588,Single,2,High School,Rented,0
50,Male,Employed,Accountant,3759.01,574.55,63330.41,24,629,Married,2,Diploma,Owned,1
50,Female,Employed,Engineer,7472.25,1674.92,127191.89,180,656,Single,3,Master,Owned,1
37,Male,Unemployed,Sales,500.0,69.38,165159.24,240,528,Married,0,Master,Rented,0
68,Female,Student,Manager,2498.01,450.68,104802.25,120,617,Married,4,Bachelor,Owned,0
67,Other,Employed,Other,4319.8,1023.44,145006.01,240,650,Married,4,Bachelor,Mortgaged,1
43,Female,Employed,Farmer,4857.41,313.62,65647.02,48,624,Married,4,Diploma,Rented,1
35,Female,Employed,Doctor,7677.89,151.86,64681.4,120,652,Single,2,Other,Rented,1
57,Male,Student,Engineer,1656.27,264.25,135178.88,60,733,Single,2,Diploma,Mortgaged,0
41,Male,Self-Employed,Doctor,3482.73,64.91,142554.73,60,743,Married,0,Diploma,Mortgaged,1
34,Female,Employed,Clerk,3974.95,914.11,187716.89,36,800,Divorced,2,Bachelor,Rented,1
22,Female,Employed,Accountant,4112.19,887.26,48843.52,240,559,Married,1,Diploma,Parental,1
31,Female,Student,Sales,2862.34,757.13,96302.43,60,646,Single,2,PhD,Parental,0
59,Male,Employed,Clerk,6148.25,1179.66,53850.13,84,778,Divorced,4,High School,Parental,1
58,Male,Employed,Teacher,3276.99,66.06,20617.97,36,540,Widowed,0,High School,Mortgaged,1
54,Male,Self-Employed,Doctor,4130.77,313.71,83629.95,120,585,Married,3,Bachelor,Mortgaged,1
58,Female,Employed,Clerk,4899.78,1187.61,77945.75,240,630,Married,3,Bachelor,Rented,1
54,Male,Employed,Sales,5474.14,274.47,57734.65,240,843,Married,0,Diploma,Owned,1
38,Female,Unemployed,Engineer,500.0,104.77,62914.0,60,602,Married,1,Bachelor,Owned,0
50,Female,Student,Engineer,2646.71,619.54,75280.3,120,766,Widowed,3,Bachelor,Owned,1
35,Male,Unemployed,Other,500.0,49.52,197823.34,36,677,Single,4,Master,Owned,0
47,Female,Student,Sales,1560.15,150.85,157676.76,84,588,Married,3,High School,Rented,0
54,Male,Self-Employed,Engineer,2822.96,472.4,18923.23,180,900,Married,3,Other,Owned,1
58,Female,Unemployed,Clerk,500.0,129.19,175120.57,180,695,Divorced,4,Bachelor,Parental,0
53,Female,Employed,Other,8986.27,603.62,128494.15,24,710,Divorced,2,Diploma,Mortgaged,1
44,Female,Self-Employed,Engineer,6700.12,1891.96,178665.78,84,722,Widowed,1,High School,Owned,1
35,Female,Retired,Accountant,2895.48,520.42,71633.39,120,716,Married,4,Bachelor,Owned,1
50,Male,Employed,Teacher,7299.51,2172.61,95581.18,120,852,Married,4,Diploma,Mortgaged,1
62,Male,Employed,Sales,6819.11,183.33,179764.28,36,822,Married,0,Bachelor,Mortgaged,1
37,Female,Employed,Clerk,4062.18,154.24,58151.76,240,605,Married,1,Diploma,Parental,1
25,Male,Employed,Farmer,3912.6,970.3,183522.67,24,841,Single,2,Bachelor,Parental,1
49,Male,Employed,Doctor,6003.01,1557.34,166557.44,36,623,Married,4,Bachelor,Parental,1
24,Male,Unemployed,Clerk,890.09,118.95,196208.8,24,705,Widowed,2,High School,Rented,0
30,Female,Retired,Engineer,2396.99,513.49,68230.23,240,563,Single,4,Bachelor,Owned,1
37,Male,Employed,Clerk,6081.84,1582.9,50971.87,48,762,Single,4,Master,Mortgaged,1
30,Female,Employed,Farmer,2836.28,36.7,69519.04,24,655,Married,0,High School,Owned,1
37,Other,Employed,Doctor,5172.5,890.63,191156.71,36,588,Married,3,Master,Mortgaged,0
